id,shoe_name,shoe_price,shoe_category,shoe_nColors,shoe_genre
IF1512,Tenis Dame 8 EXTPLY,"$3,299",Basketball,1,Hombre
IG3278,RETROCROSS 24,"$2,499",Golf,3,Hombre
HQ4376,Tenis OZWEEGO,"$2,999",Originals,12,Hombre
IG0664,Calzado X Crazyfast.1 USA Terreno Firme,"$5,119",Fútbol,1,Hombre
IF0722,Calzado de Fútbol X Crazyfast Club Cancha Cubierta,"$1,499",Fútbol,1,Hombre
IF2871,TORSION SUPER,"$2,132",Originals,2,Hombre
ID4347,Tenis NMD_R1,"$3,399",Hombre Originals,31,Hombre
IG6554,Tenis Run 50S,"$1,099",Sportswear,5,Hombre
ID6843,Tenis Forum Bold Stripes,"$2,399",Originals,3,Hombre
IE4980,COPA PURE 2 ELITE KT SG,"$9,999",Fútbol,1,Hombre
ID3277,Tenis Ultraboost Light,"$3,999",Running,2,Hombre
IF2831,Tenis Nucombe,Unknown,Originals,2,Hombre
ID5830,Tenis OZMILLEN,Unknown,Originals,2,Hombre
IG8023,Tenis de Trail Running Terrex Soulstride,Unknown,TERREX,3,Hombre
GZ0001,Calzado de Fútbol Predator Accuracy.3 Sin Cordones Pasto Sintético,Unknown,Fútbol,1,Hombre
GX7330,Tenis Campus 80s,Unknown,Originals,4,Hombre
IF6463,Tenis Courtblock,Unknown,Sportswear,10,Hombre
HP2720,Tenis Racer TR21 Cloudfoam Lifestyle Running,"$1,579",Sportswear,8,Hombre
IG3391,Tenis Response CL,"$3,199",Originals,1,Hombre
IE9647,Tenis Stan Smith,"$2,099",Originals,12,Hombre
IG5303,Y-3 ITOGO,"$12,999",Y-3,2,Hombre
ID2022,Y-3 KYASU LO,"$7,999",Y-3,2,Hombre
GX0741,Tenis Top Ten RB,"$2,299",Originals,12,Hombre
HP6139,Tenis de Running Alphabounce+ Sustainable Bounce,"$1,479",Sportswear,10,Hombre
IG7576,Tenis Superstar ADV,"$2,399",Originals,1,Hombre
GZ0013,Calzado de Fútbol Predator Accuracy.4 Multiterreno,"$1,499",Fútbol,2,Hombre
GZ0181,Tenis Adizero RC 4,"$2,299",Running,7,Hombre
IG3594,Tenis AlphaEdge +,"$1,599",Sportswear,3,Hombre
IE0741,Tenis Runfalcon 2.0,"$1,399",Running,17,Hombre
IE1685,Tenis Rivalry Low TR,"$2,799",Originals,2,Hombre
IG8174,Tenis Adimatic Mid x Maité,"$3,199",Originals,1,Hombre
ID4365,Tenis Retropy F90,"$2,699",Hombre Originals,3,Hombre
IE4344,Tenis Supernova Running 3,"$1,895",Running,4,Hombre
IE5475,Tenis Duramo Speed,"$2,199",Running,10,Hombre
IG2389,Tenis Campus 00s,"$2,499",Originals,1,Hombre
IG2382,Tenis Heawyn,"$1,847",Sportswear,4,Hombre
IF0447,Tenis Defiant Speed para Tenis,"$2,399",Tennis,2,Hombre
HP3169,Tenis Superstar 82,"$2,899",Originals,1,Hombre
ID6924,ADIZERO SL,Unknown,Running,16,Hombre
FZ6410,Y-3 TERREX SWIFT R3 GTX LO,Unknown,Y-3,1,Hombre
ID0316,AlphaBoost V1,Unknown,Sportswear,2,Hombre
ID8389,Tenis Forum 84 Low CL,Unknown,Originals,4,Hombre
H06260,TENIS GAZELLE INDOOR,Unknown,Originals,1,Hombre
ID2077,Tenis Campus 00s,Unknown,Hombre Originals,2,Hombre
ID2210,Tenis Trae Young 2.0,"$3,799",Basketball,7,Hombre
ID2718,Tenis Racer TR23,"$1,999",Sportswear,11,Hombre
ID5753,Tenis NMD_R1,"$2,999",Originals,2,Hombre
HQ4512,Calzado X CRAZYFAST+ FG,"$9,999",Fútbol,2,Hombre
HP3287,Tenis Rapidmove,"$1,899",Training,3,Hombre
GW5634,Tenis NMD_R1,"$3,299",Hombre Originals,31,Hombre
IE4212,Tenis Torsion Super,"$2,053",Originals,1,Hombre
IE2185,Tenis OZTRAL,"$1,946",Originals,6,Hombre
IF3200,Tenis Everyset Trainer,"$1,699",Training,4,Hombre
IG7895,Tenis Hoops 3.0 Mid,"$1,599",Sportswear,4,Hombre
IE7542,Calzado de Fútbol Copa Gloro Pasto Sintético,"$2,999",Fútbol,2,Hombre
GV9064,Tenis Adizero Boston 11,"$4,299",Running,6,Hombre
GY2259,Tenis Questar,"$1,899",Running,8,Hombre
HP3271,Tenis Rapidmove ADV,"$2,599",Training,5,Hombre
GW3019,Tenis Hoops 3.0 Corte Medio,"$1,599",Sportswear,10,Hombre
HQ3699,Tenis Adizero Adios 7,Unknown,Running,5,Hombre
IG3640,Tenis Alphaboost V1,Unknown,Sportswear,2,Hombre
IE7215,Tenis Forum 84 Low,Unknown,Originals,1,Hombre
ID5964,Tenis UBounce DNA,Unknown,Sportswear,8,Hombre
GX9888,Tenis NMD_R1,Unknown,Originals,31,Hombre
HP5980,Tenis Avery,Unknown,Sportswear,14,Hombre
HP3288,Tenis Rapidmove,"$1,899",Training,3,Hombre
IE7218,Tenis Forum Low,"$2,399",Originals,1,Hombre
ID2705,Tenis Duramo RC,"$1,299",Running,6,Hombre
IG7920,Tenis AdiFOM TRXN,"$2,053",Originals,3,Hombre
IF0750,Y-3 KYASU HI,"$9,499",Y-3,2,Hombre
IF5447,Calzado de fútbol Copa Pure II Elite Terreno Firme,"$6,499",Fútbol,1,Hombre
GV9063,Tenis Ultra 4DFWD,"$5,499",Running,1,Hombre
IG3334,ADIZERO SL,"$2,699",Running,16,Hombre
IF7788,Y-3 CENTENNIAL HI,"$9,499",Y-3,2,Hombre
HP2429,Tenis Questar,"$1,899",Running,4,Hombre
ID4348,Tenis NMD_R1,"$3,399",Hombre Originals,31,Hombre
IG3337,ADIZERO SL,"$2,699",Running,16,Hombre
GW6844,Tenis Multix,"$1,999",Hombre Sportswear,6,Hombre
ID4594,Tenis Response CL,"$3,199",Originals,4,Hombre
HQ6344,Tenis Ultraboost Light 23,"$3,999",Running,21,Hombre
IF0043,Tenis Racer TR23,"$1,579",Sportswear,5,Hombre
IF5591,Tenis Trae Young 3,"$3,023",Basketball,1,Hombre
IF4865,Tenis de Senderismo Terrex AX4 GORE-TEX,"$3,299",TERREX,5,Hombre
ID9423,Tenis Avryn,"$2,999",Sportswear,14,Hombre
GZ9797,Tenis NMD S1,"$4,199",Originals,1,Hombre
IE9754,Tenis de Running Alphabounce+ Sustainable Bounce,"$1,999",Sportswear,9,Hombre
IF6098,ADVANTAGE,Unknown,Sportswear,1,Hombre
IE4078,Calzado de Fútbol X Crazyfast Messi.3 Terreno Firme,Unknown,Fútbol,1,Hombre
GV9095,Tenis De Running Adidas Adizero SL,Unknown,Running,16,Hombre
IF2953,Tenis X_PLR Boost,Unknown,Sportswear,12,Hombre
HP9930,Tenis Ultraboost 22,Unknown,Running,7,Hombre
IG0736,Tenis Response Runner,Unknown,Running,12,Hombre
ID4513,Tenis Grand Court 2.0,"$1,699",Sportswear,7,Hombre
IF5017,Tenis de Trail Running Terrex Agravic Ultra,"$2,751",TERREX,1,Hombre
ID2447,Zapatillas de Mountain Bike Five Ten Freerider,"$2,699",Five Ten,2,Hombre
ID2895,Tenis OZMILLEN,"$2,399",Originals,4,Hombre
HQ8707,Tenis Campus 00s,"$2,499",Originals,2,Hombre
HP9189,Tenis Ultraboost 22,"$2,559",Running,7,Hombre
HP3266,Tenis Rapidmove ADV,"$2,299",Training,6,Hombre
IG8085,Tenis DAME 8 EXTPLY,"$2,999",Basketball,4,Hombre
ID2076,Tenis Campus 00s,"$2,499",Hombre Originals,2,Hombre
HP5778,Tenis Ultrabounce,"$2,399",Running,15,Hombre
IE5143,TRAILMAKER 2,"$2,399",TERREX,2,Hombre
ID2411,Tenis Avryn,"$2,519",Sportswear,14,Hombre
ID4361,OZWEEGO,"$2,999",Hombre Originals,12,Hombre
IE1763,Tenis Ultraboost Light 23,"$3,359",Running,2,Hombre
GY7378,Calzado de Fútbol X Crazyfast.1,"$6,719",Fútbol,2,Hombre
HQ8414,Tenis Barricade para Tennis,Unknown,Hombre Tennis,5,Hombre
IG9538,Tenis Courtflash Speed para Tenis,Unknown,Tennis,2,Hombre
HQ1018,Tenis Adizero D Rose 1 Restomod,Unknown,Basketball,1,Hombre
ID4741,Tenis adiFOM TRXN,Unknown,Originals,1,Hombre
HP7634,Tenis SOLARGLIDE 6,Unknown,Hombre Running,7,Hombre
IG0360,Tenis Gazelle,Unknown,Originals,3,Hombre
IG0345,Tenis Stan Smith CS,"$2,099",Originals,2,Hombre
IF5382,Tenis ZX 8000,"$2,000",Originals,2,Hombre
ID1565,Tenis Adizero Ubersonic 4.1 para Tenis,"$3,299",Tennis,3,Hombre
IG0332,Tenis Response,"$1,799",Running,5,Hombre
GX9886,Tenis NMD_R1,"$3,399",Originals,31,Hombre
IF1138,Tenis Harden Volume 7,"$3,599",Basketball,1,Hombre
ID5965,Tenis UBounce DNA,"$1,999",Sportswear,8,Hombre
ID0357,RESPONSE CL,"$2,241",Originals,4,Hombre
IF2416,Tenis Ultraboost Light,"$3,999",Running,17,Hombre
IE9924,Tenis Osade,"$1,658",Sportswear,4,Hombre
IF6663,Tenis Midcity Low,"$1,699",Sportswear,1,Hombre
FZ5706,Tenis NMD_S1,"$3,999",Originals,11,Hombre
F35579,Sandalias Adissage (UNISEX),$999,Sportswear,2,Hombre
ID1811,Tenis Dame Extply 2.0,"$1,999",Basketball,4,Hombre
GX0740,Tenis Top Ten RB,"$2,299",Originals,12,Hombre
IG6022,ADIMATIC,"$2,299",Hombre Originals,5,Hombre
GX3090,Tenis Run 70s,"$1,331",Sportswear,4,Hombre
ID9660,Tenis Courtbeat adidas Court,"$1,349",Hombre Sportswear,2,Hombre
IE4895,Calzado Copa Pure II.2 Terreno Firme,"$3,999",Fútbol,1,Hombre
H06473,Tenis Trae Young 2.0,"$3,699",Basketball,7,Hombre
GZ5096,Calzado de Fútbol X Speedportal.1 Terreno Blando,"$9,999",Fútbol,4,Hombre
IE0717,Tenis Ultrabounce,Unknown,Running,15,Hombre
IE4345,Tenis Supernova Running 3,Unknown,Running,4,Hombre
GZ0019,Calzado de Fútbol Predator Accuracy.3 Terreno Firme,Unknown,Fútbol,2,Hombre
IG9988,Tenis Retropy F90,Unknown,Originals,3,Hombre
IF5009,TENIS SOULSTRIDE FLOW GTX,Unknown,TERREX,1,Hombre
IG0343,Tenis Response,Unknown,Running,6,Hombre
IE7204,Tenis Forum Low CL,"$2,399",Originals,2,Hombre
IG3615,AlphaBoost V1,"$2,699",Sportswear,2,Hombre
ID8474,Tenis Adizero Adios Pro 3,"$4,999",Running,6,Hombre
ID6921,ADIZERO SL,"$2,699",Running,16,Hombre
IF2588,Tenis Postmove,"$1,699",Sportswear,5,Hombre
H06483,Tenis Trae Young 2.0,"$3,699",Basketball,7,Hombre
IE9862,Tenis Adimatic,"$1,816",Originals,1,Hombre
ID3709,VL COURT BASE,"$1,299",Sportswear,2,Hombre
IG7316,Tenis Osade,"$2,099",Sportswear,4,Hombre
IG6393,Tenis Ozelle Cloudfoam,"$1,799",Sportswear,4,Hombre
ID9432,Tenis X_PLORBOOST,"$3,999",Sportswear,17,Hombre
HP7544,Tenis Runfalcon 2.0,"$1,399",Running,17,Hombre
HP3131,Tenis X_PLORBOOST,"$3,999",Sportswear,17,Hombre
IE4360,Tenis Supernova Running 3,"$1,895",Running,8,Hombre
IF5443,Calzado de fútbol Copa Pure 2 League FG,"$9,999",Fútbol,1,Hombre
IE4607,Tenis Stan Smith x James Jarvis,Unknown,Originals,12,Hombre
ID8387,Tenis Rivalry Low,Unknown,Originals,13,Hombre
HR0081,Tenis Ultraboost 1.0,Unknown,Sportswear,6,Hombre
GY5435,Tenis Hoops 3.0 Low Classic Vintage,Unknown,Sportswear,7,Hombre
HQ6856,Sandalias Adilette x André Saraiva,Unknown,Hombre Originals,23,Hombre
ID3054,Tenis Racer TR23,Unknown,Sportswear,11,Hombre
IG5515,ADILETTE,"$1,349",Hombre Originals,23,Hombre
ID1807,Y-3 ITOGO,"$8,959",Y-3,1,Hombre
GV9096,Tenis Adizero RC 5,"$2,299",Running,6,Hombre
ID8473,Tenis Adizero Adios Pro 3,"$4,999",Running,6,Hombre
IE7541,Calzado de Fútbol Copa Gloro Pasto Sintético,"$2,999",Fútbol,2,Hombre
IF2830,Tenis Nucombe,"$2,053",Originals,2,Hombre
IG8499,Tenis X_PLORBOOST,"$3,999",Sportswear,1,Hombre
IE1583,Calzado X Crazyfast.4 Césped Artificial,"$1,499",Fútbol,3,Hombre
IE7112,Tenis Forum Mod Low,"$2,499",Originals,2,Hombre
HQ4493,Tenis JS Bones Campus 80,"$3,199",Originals,2,Hombre
IE9669,Tenis Alphaboost V1,"$2,132",Sportswear,8,Hombre
GZ5922,Sandalias Adilette Shower,$899,Natación,23,Hombre
GX8237,Tenis Run Falcon 2.0,"$1,299",Running,3,Hombre
GY3095,Tenis Lite Racer 3.0,"$1,299",Sportswear,7,Hombre
IF5171,Tenis Rivalry Low 86,"$2,132",Originals,3,Hombre
GW4569,Calzado de fútbol Predator Accuracy.1 Terreno Firme,"$7,499",Fútbol,3,Hombre
ID9422,Tenis Avryn,"$2,999",Sportswear,14,Hombre
IE5911,Tenis de Trail Running Tracefinder,"$1,699",TERREX,3,Hombre
IE8488,ULTRABOOST LIGHT,"$3,999",Running,2,Hombre
IF2589,Tenis Postmove,"$1,699",Sportswear,5,Hombre
IF0432,Tenis Courtflash Speed para Tenis,"$1,899",Tennis,2,Hombre
IG3604,Tenis Lite Racer 3.0,Unknown,Sportswear,3,Hombre
IE8473,Tenis X_PLR Pulse,Unknown,Sportswear,5,Hombre
IG1184,Tenis Run 70s,Unknown,Sportswear,4,Hombre
ID4452,Tenis adidas Grand Court TD Lifestyle Court Casual,Unknown,Sportswear,7,Hombre
HP2254,Tenis Run 60s 3.0 Lifestyle Running,Unknown,Hombre Sportswear,8,Hombre
IE8135,Tenis Galaxy 6,Unknown,Running,14,Hombre
ID4237,Tenis Adizero Boston 12,"$4,299",Hombre Running,6,Hombre
IE0854,Tenis Gamecourt 2.0 para Tenis,"$1,899",Tennis,4,Hombre
GW4645,Calzado de Fútbol Predator Accuracy.4 Pasto Sintético,"$1,499",Fútbol,3,Hombre
HP2381,Tenis Duramo SL 2.0,"$1,359",Hombre Running,5,Hombre
FZ6579,Tenis Hyperturf Adventure,"$2,047",Originals,9,Hombre
IE7192,Tenis Forum Mid,"$2,599",Originals,6,Hombre
IG7894,Tenis Hoops 3.0,"$1,499",Sportswear,4,Hombre
IG0341,Tenis Response,"$1,799",Running,6,Hombre
HQ4437,Tenis NMD_S1,"$3,999",Originals,11,Hombre
GY7416,X CRAZYFAST.1 FG,"$7,499",Fútbol,2,Hombre
GY2589,ADIZERO SL,"$2,699",Running,16,Hombre
IE9673,Tenis Duramo Speed,"$1,627",Running,10,Hombre
GX5470,Tenis Solarglide 5,"$2,999",Hombre Running,3,Hombre
GY9310,Tenis Stan Smith Bonega,"$2,399",Originals,3,Hombre
H00924,Tenis EQ19 Run,"$1,699",Running,3,Hombre
IE7247,Tenis Top Ten RB,Unknown,Originals,2,Hombre
ID2177,Tenis Exomniac Cushion NSRC,Unknown,Originals,1,Hombre
IE2703,Trae Young 3,Unknown,Basketball,2,Hombre
IF3188,Tenis Runfalcon 2.0,Unknown,Running,17,Hombre
IG5255,Sandalias Shmoofolio,Unknown,Hombre Originals,1,Hombre
ID4360,OZWEEGO,Unknown,Hombre Originals,12,Hombre
HP7567,Tenis Runfalcon 3 TR,"$1,799",Running,2,Hombre
GX6769,Tenis Ozelle Cloudfoam,"$1,999",Hombre Sportswear,7,Hombre
GX4392,NY 90,"$1,699",Originals,7,Hombre
FX3631,Tenis Ultimashow,"$1,299",Sportswear,2,Hombre
IG2378,Tenis Heawyn,"$1,847",Sportswear,4,Hombre
HP6365,Tenis Oznova,"$2,687",Originals,3,Hombre
FZ6326,Tenis Rivalry Low,"$2,399",Originals,13,Hombre
HP5924,Tenis Response,"$1,799",Running,6,Hombre
H06127,Tenis OZELLE Cloudfoam Lifestyle Running,"$1,999",Sportswear,7,Hombre
HP7609,Tenis SOLARGLIDE 6,"$3,399",Running,7,Hombre
IE9643,Tenis Superstar,"$2,299",Originals,10,Hombre
IG9675,Tenis NMD_S1 Cali DeWitt,"$4,365",Originals,2,Hombre
HP2338,Tenis Adistar 2.0,"$3,499",Running,9,Hombre
GX0742,Tenis Top Ten RB,"$2,299",Originals,1,Hombre
ID0990,FORUM LOW CL,"$2,399",Originals,10,Hombre
GW5330,Calzado de Ciclismo Gravilla,"$3,359",Ciclismo,1,Hombre
GY2531,Tenis Gazelle 85,"$2,599",Originals,5,Hombre
FU8299,Sandalias adilette Lite,$849,Originals,4,Hombre
IG7908,Tenis Hoops 3.0 Low Classic Vintage,"$1,499",Sportswear,7,Hombre
IF2832,Tenis Grand Court 2.0,"$1,699",Sportswear,10,Hombre
IE0540,GAZELLE INDOOR,"$2,599",Originals,2,Hombre
ID4234,Tenis Adizero Boston 12,Unknown,Running,6,Hombre
IE4367,Tenis Supernova Running 3,Unknown,Running,8,Hombre
HQ8917,Tenis Barricade para Tenis,Unknown,Hombre Tennis,5,Hombre
HR0710,Tenis D.O.N. Issue 4,Unknown,Basketball,5,Hombre
HP2375,Tenis Duramo SL 2.0,Unknown,Running,5,Hombre
HP5977,Tenis Avryn,Unknown,Sportswear,14,Hombre
GX2088,Tenis NMD_V3,Unknown,Originals,14,Hombre
GX6676,Tenis Adizero Boston 11,Unknown,Hombre Running,6,Hombre
GW5538,Tenis Advantage,Unknown,Hombre Sportswear,12,Hombre
GV6890,Tenis Tech Response 3.0 Golf,"$1,799",Hombre Golf,3,Hombre
GW4845,Tenis Advantage,"$1,599",Sportswear,6,Hombre
IG3639,Tenis Alphaboost V1,"$2,699",Sportswear,2,Hombre
HQ6746,Sandalias adilette,"$1,499",Hombre Originals,23,Hombre
IE0814,Tenis de Senderismo AX2S,"$1,999",TERREX,2,Hombre
FU7592,Sandalias adilette Lite,$849,Originals,4,Hombre
GZ9416,Tenis Orketro 2.0,"$2,441",Originals,4,Hombre
IG8200,ADIZERO SL,"$2,699",Running,16,Hombre
GZ9456,Tenis Adiease,"$1,799",Originals,2,Hombre
GW5536,Tenis Advantage,"$1,599",Sportswear,12,Hombre
H06477,Tenis Trae Young 2.0,"$3,699",Basketball,7,Hombre
GW8471,Calzado de Fútbol X Speedportal.3 Terreno Firme Sin Cordones,"$2,299",Fútbol,2,Hombre
IG0330,Tenis Response Super 3.0,Unknown,Running,1,Hombre
IF2371,Tenis Pureboost 23,Unknown,Running,5,Hombre
IE8129,Tenis Galaxy 6,Unknown,Running,14,Hombre
GW9198,Tenis adidas Grand Court Cloudfoam Comfort,Unknown,Hombre Sportswear,10,Hombre
IG1415,Tenis Response,Unknown,Running,4,Hombre
IG2909,Y-3 CENTENNIAL HI,Unknown,Y-3,2,Hombre
IE4904,Calzado de Fútbol Copa Pure II.2 Pasto Sintético,"$2,199",Fútbol,1,Hombre
HQ4494,Tenis JS Bones Campus 80,"$3,199",Originals,2,Hombre
ID1496,Tenis SoleMatch Control para Tenis,"$2,899",Tennis,3,Hombre
HP7551,Tenis Runfalcon 2.0,"$1,189",Hombre Running,17,Hombre
IE4517,Tenis D.O.N. Issue 4,"$2,999",Basketball,5,Hombre
ID4364,Tenis Retropy F90,"$2,699",Originals,3,Hombre
HQ3782,ADIZERO PRIME X STRUNG,"$5,999",Running,1,Hombre
ID4453,Tenis adidas Grand Court TD Lifestyle Court Casual,"$1,399",Hombre Sportswear,7,Hombre
IE1974,Tenis Galaxy 6,"$1,499",Running,14,Hombre
HP9651,Tenis Solarcontrol 2.0,"$2,606",Running,1,Hombre
IE2569,Tenis de Senderismo Terrex AX4 GORE-TEX,"$3,299",TERREX,1,Hombre
GX6650,Tenis Adizero Boston 11,"$4,299",Hombre Running,6,Hombre
IF5033,Tenis de Trail Running Terrex Speed Ultra,"$2,359",TERREX,1,Hombre
IG9911,Tenis Response Super,"$1,899",Running,5,Hombre
IF7286,Tenis AlphaEdge +,"$1,599",Sportswear,4,Hombre
GX4393,NY 90,"$1,699",Originals,7,Hombre
HP5771,Tenis Ultrabounce,"$1,895",Running,15,Hombre
GX6667,Tenis Adizero RC 4,"$2,299",Running,7,Hombre
HP6010,Tenis VS Pace 2.0,"$1,199",Sportswear,2,Hombre
HP2420,Tenis Galaxy 6,"$1,499",Hombre Running,14,Hombre
GY8933,Calzado de Fútbol Copa Sense.1 césped natural húmedo,"$9,999",Fútbol,1,Hombre
IG5985,Tenis Ozelle Cloudfoam,Unknown,Hombre Sportswear,4,Hombre
IF4870,Tenis de Senderismo Terrex AX4,Unknown,TERREX,3,Hombre
GW8442,Calzado de Fútbol X Speedportal.1 Terreno Blando,Unknown,Fútbol,4,Hombre
HP6565,Tenis Oztral,Unknown,Originals,6,Hombre
IF8885,Calzado de Fútbol Sin Cordones Predator Elite  Terreno Firme,Unknown,Fútbol,1,Hombre
IF5714,Tenis Running Switch Run,Unknown,Running,3,Hombre
IG2585,Tenis Stan Smith Bonega 2B,"$2,799",Originals,2,Hombre
ID1507,Tenis Defiant Speed para Tenis,"$2,399",Tennis,2,Hombre
HP5979,Tenis Avery,"$2,999",Sportswear,14,Hombre
IE6998,Tenis OZWEEGO OG,"$2,999",Originals,3,Hombre
GX6660,Tenis Adizero RC 4,"$2,299",Running,7,Hombre
HP2205,Tenis Stan Smith Parley,"$2,999",Originals,1,Hombre
IF7615,Tenis Superstar,"$2,299",Originals,10,Hombre
HP3295,Tenis Rapidmove,"$2,099",Training,4,Hombre
GW3903,Tenis Dropset Trainer,"$2,999",Training,2,Hombre
GZ5093,Calzado de Fútbol X Speedportal.1 Terreno Blando,"$9,999",Fútbol,4,Hombre
FZ6203,Tenis Top Ten RB,"$2,299",Originals,12,Hombre
HQ8593,Tenis Ultraboost 22,"$3,359",Running,7,Hombre
IE9672,Tenis Duramo Speed,"$2,199",Running,10,Hombre
ID7491,Tenis Forum Low PRIDE RM,"$2,399",Originals,1,Hombre
FY8807,Tenis Advantage,"$1,599",Hombre Sportswear,12,Hombre
GW4574,Calzado de fútbol Predator Accuracy.1 Low Terreno Firme,Unknown,Fútbol,3,Hombre
FZ6204,Tenis Top Ten RB,Unknown,Originals,12,Hombre
IG6534,Tenis Courtblock,Unknown,Sportswear,8,Hombre
IE4894,Calzado de Fútbol Copa Pure II.1 Terreno Firme,Unknown,Fútbol,1,Hombre
ID2151,Tenis Superstar 82,Unknown,Originals,1,Hombre
GX1661,Calzado de Ciclismo de Ruta,Unknown,Ciclismo,3,Hombre
IG5246,Busenitz Vulc 2.0 Shoes,"$1,500",Originals,1,Hombre
HQ1998,Sandalias Adilette Premium,"$1,087",Hombre Originals,2,Hombre
HP9407,Tenis Breaknet 2.0,"$1,399",Sportswear,5,Hombre
HP2335,Tenis Adistar 2.0,"$3,499",Running,9,Hombre
IG8020,TERREX AGRAVIC FLOW 2 GTX,"$3,999",TERREX,2,Hombre
HQ0997,Tenis Trae Young 2,"$3,799",Basketball,7,Hombre
HQ6562,Tenis adidas Grand Court Alpha Cloudfoam Lifestyle Court Comfort,"$1,799",Hombre Sportswear,3,Hombre
IG5514,ADILETTE,"$1,499",Hombre Originals,23,Hombre
GW5537,Tenis Advantage,"$1,599",Hombre Sportswear,12,Hombre
IF7790,Y-3 NIZZA LO,"$6,499",Y-3,1,Hombre
GW8440,Calzado de Fútbol X Speedportal.1 Terreno Blando,"$9,999",Fútbol,4,Hombre
GY8407,Tenis Adizero Boston 11,"$4,299",Hombre Running,6,Hombre
GY2486,Tenis adidas Grand Court Cloudfoam Lifestyle Court Comfort,"$1,699",Hombre Sportswear,10,Hombre
IF4019,Tenis de Running Ultrabounce TR Bounce,"$2,599",Hombre Running,3,Hombre
IG3321,Tenis Adizero Boston 12,"$4,299",Running,6,Hombre
GY2557,Sandalias Adilette Premium,"$1,172",Hombre Originals,2,Hombre
IE7137,Tenis Rivalry Low 86,"$2,132",Originals,1,Hombre
EE7692,Tenis Advantage Base,Unknown,Hombre Sportswear,6,Hombre
IG8084,DAME 8 EXTPLY,"$2,999",Basketball,1,Hombre
IE1667,Tenis Trae Young 2.0,"$3,799",Basketball,7,Hombre
ID2707,Tenis Duramo RC,"$1,299",Running,6,Hombre
IE5908,Tenis de Trail Running Tracefinder,Unknown,TERREX,3,Hombre
IF4077,URBAN COURT,Unknown,Sportswear,2,Hombre
GV9121,Tenis Adistar 2.0,Unknown,Hombre Running,9,Hombre
GW4560,Calzado de fútbol Predator Accuracy+ Terreno Firme,Unknown,Fútbol,2,Hombre
GZ5302,Tenis Advantage,Unknown,Sportswear,12,Hombre
IG6001,Tenis UBounce DNA,Unknown,Sportswear,8,Hombre
IG0334,Tenis Response,"$1,799",Running,1,Hombre
GX4239,Tenis Racer TR21 Cloudfoam,"$1,999",Hombre Sportswear,8,Hombre
IF0429,Courtflash Speed,"$1,899",Tennis,2,Hombre
IE7765,Tenis Trae Young Unlimited 2 Low,"$3,399",Basketball,1,Hombre
IE7160,Tenis Rivalry Low 86,"$2,699",Originals,1,Hombre
ID2804,Tenis Adistar 2.0,"$3,499",Running,9,Hombre
FZ6152,Tenis Campus 80s,"$2,499",Originals,4,Hombre
HR0557,Tenis Forum 84 Low AEC,"$2,207",Originals,1,Hombre
GW6756,Tenis Hyperturf,"$3,199",Originals,9,Hombre
ID2948,Tenis adidas Grand Court Cloudfoam Comfort,"$1,499",Sportswear,2,Hombre
IG8018,Tenis de Trail Running Terrex Agravic Flow 2.0,"$3,599",TERREX,3,Hombre
ID5792,Tenis Superstar XLG,"$2,599",Originals,2,Hombre
IG0783,Calzado de Fútbol Crazyfast STRUNG+ Terreno Firme,"$9,999",Fútbol,1,Hombre
IG0605,Calzado de fútbol X Crazyfast League FG,"$2,199",Fútbol,1,Hombre
FZ5622,Tenis Adistar 2.0,"$3,499",Running,9,Hombre
GX4487,Tenis Hyperturf,Unknown,Originals,9,Hombre
GZ9798,Tenis NMD S1,Unknown,Originals,2,Hombre
GX6544,Tenis De Ciclismo Para Interiores,Unknown,Ciclismo,1,Hombre
GX6647,Tenis Adizero Adios 7,Unknown,Hombre Running,5,Hombre
IG3319,Tenis Adizero Boston 12,Unknown,Running,6,Hombre
ID9628,Tenis Advantage,Unknown,Hombre Sportswear,12,Hombre
IF5335,Tenis Campus 80s,"$2,499",Originals,2,Hombre
IF7885,Tenis Duramo SL,"$1,499",Running,11,Hombre
HQ8894,Calzado de fútbol Copa Pure+ Terreno Firme,"$6,399",Fútbol,3,Hombre
ID5253,Tenis de Running Switch Move,"$1,399",Running,7,Hombre
GV9152,Tenis SOLARGLIDE 6,"$3,399",Running,7,Hombre
IG0786,Calzado X Crazyfast Salah.3 Terreno Firme,"$2,499",Fútbol,1,Hombre
IG3134,Tenis Adizero Takumi Sen 10,"$4,299",Running,1,Hombre
IG9922,Tenis Response,"$1,799",Running,4,Hombre
GV9059,Tenis Adizero Adios 7,"$3,499",Running,5,Hombre
GZ6808,Tenis Entrap,"$1,399",Sportswear,2,Hombre
HQ1475,Tenis Ultrabounce,"$2,015",Running,15,Hombre
IF4025,Tenis Runfalcon 3 TR,"$1,799",Running,5,Hombre
IG5574,Tenis A.B Continental 80,"$1,471",Originals,1,Hombre
IE2376,Calzado de fútbol X Crazyfast Elite Terreno Firme,"$6,999",Fútbol,1,Hombre
IF6528,ADISTAR CUSHION,"$2,515",Originals,2,Hombre
HQ4446,Tenis NMD_V3,"$3,599",Originals,14,Hombre
HP5796,Tenis Ultrabounce,"$2,399",Running,15,Hombre
IG5987,Tenis Ozelle,"$1,799",Sportswear,2,Hombre
IF4868,Tenis de Senderismo Terrex AX4,"$2,899",TERREX,2,Hombre
GW7270,Tenis Ultraboost DNA x COPA World Cup,"$4,499",Sportswear,3,Hombre
